Att,date,Value
DesRoll,7.4133362833,0.00
DesRoll,7.4150066667,0.00
DesRoll,7.4166653000,0.00
DesRoll,7.4183390833,0.00
DesRoll,7.4200034500,0.00
DesRoll,7.4216738000,0.00
DesRoll,7.4233429833,0.00
DesRoll,7.4250062500,0.00
DesRoll,7.4266686500,0.00
DesRoll,7.4283452833,0.00
DesRoll,7.4299971833,0.00
DesRoll,7.4316691333,0.00
DesRoll,7.4333393833,0.00
DesRoll,7.4349972333,0.00
DesRoll,7.4366709833,0.00
DesRoll,7.4383365833,0.00
DesRoll,7.4400099667,0.00
DesRoll,7.4416684167,0.00
DesRoll,7.4433398500,0.00
DesRoll,7.4450105000,0.00
DesRoll,7.4466642167,0.00
DesRoll,7.4483409000,0.00
DesRoll,7.4500025000,0.00
DesRoll,7.4516702167,0.00
DesRoll,7.4533363167,0.00
DesRoll,7.4549983667,0.00
DesRoll,7.4566714667,0.00
DesRoll,7.4583314833,0.00
DesRoll,7.4600000833,0.00
DesRoll,7.4616683000,0.00
DesRoll,7.4633430000,0.00
DesRoll,7.4650080167,0.00
DesRoll,7.4666729500,0.00
DesRoll,7.4683434333,0.00
DesRoll,7.4700051333,0.00
DesRoll,7.4716749667,0.00
DesRoll,7.4733422333,0.00
DesRoll,7.4750092667,0.00
DesRoll,7.4766664833,0.00
DesRoll,7.4783374000,0.00
DesRoll,7.4800039500,0.00
DesRoll,7.4816651167,0.00
DesRoll,7.4833441667,0.00
DesRoll,7.4850081833,0.00
DesRoll,7.4866703667,0.00
DesRoll,7.4883369833,0.00
DesRoll,7.4900186167,0.00
DesRoll,7.4916622333,0.00
DesRoll,7.4933422167,0.00
DesRoll,7.4949983833,0.00
DesRoll,7.4966730167,0.00
DesRoll,7.4983306000,0.00
DesRoll,7.5000061333,0.00
DesRoll,7.5016646833,0.00
DesRoll,7.5033411333,0.00
DesRoll,7.5050048500,0.00
DesRoll,7.5066779000,0.00
DesRoll,7.5083507833,0.00
DesRoll,7.5100033833,0.00
DesRoll,7.5116680000,0.00
DesRoll,7.5133323500,0.00
DesRoll,7.5150044667,0.00
DesRoll,7.5166652667,0.00
DesRoll,7.5183314833,0.00
DesRoll,7.5200000833,0.00
DesRoll,7.5216694667,0.00
DesRoll,7.5233427500,0.00
DesRoll,7.5250022667,0.00
DesRoll,7.5266711000,0.00
DesRoll,7.5283335167,0.00
DesRoll,7.5300029500,0.00
DesRoll,7.5316727667,0.00
DesRoll,7.5333414333,0.00
DesRoll,7.5349979833,0.00
DesRoll,7.5366726333,0.00
DesRoll,7.5383363167,0.00
DesRoll,7.5400089833,0.00
DesRoll,7.5416977833,0.00
DesRoll,7.5433482500,0.00
DesRoll,7.5450082500,0.00
DesRoll,7.5466708500,0.00
DesRoll,7.5483374333,0.00
DesRoll,7.5499975333,0.00
DesRoll,7.5516660333,0.00
DesRoll,7.5533311500,0.00
DesRoll,7.5550072000,0.00
DesRoll,7.5566707667,0.00
DesRoll,7.5583369333,0.00
DesRoll,7.5600037333,0.00
DesRoll,7.5616695833,0.00
DesRoll,7.5633424333,0.00
DesRoll,7.5650085333,0.00
DesRoll,7.5666697333,0.00
DesRoll,7.5683517000,0.00
DesRoll,7.5700052333,0.00
DesRoll,7.5716828167,0.00
DesRoll,7.5733387667,0.00
DesRoll,7.5750021167,0.00
DesRoll,7.5766706000,0.00
DesRoll,7.5783402833,0.00
DesRoll,7.5800019833,0.00
DesRoll,7.5816763167,0.00
DesRoll,7.5833381333,0.00
DesRoll,7.5850129167,0.00
DesRoll,7.5866691167,0.00
DesRoll,7.5883445667,0.00
DesRoll,7.5900072667,0.00
DesRoll,7.5916732333,0.00
DesRoll,7.5933306333,0.00
DesRoll,7.5950032167,0.00
DesRoll,7.5966641333,0.00
DesRoll,7.5983364333,0.00
DesRoll,7.6000042833,0.00
DesRoll,7.6016672167,0.00
DesRoll,7.6033392667,0.00
DesRoll,7.6050027167,0.00
DesRoll,7.6066729667,0.00
DesRoll,7.6083364333,0.00
DesRoll,7.6099960833,0.00
DesRoll,7.6116666000,0.00
DesRoll,7.6133352500,0.00
DesRoll,7.6150027667,0.00
DesRoll,7.6166639500,0.00
DesRoll,7.6183349500,0.00
DesRoll,7.6200022333,0.00
DesRoll,7.6216695500,0.00
DesRoll,7.6233511000,0.00
DesRoll,7.6250029333,0.00
DesRoll,7.6266717833,0.00
DesRoll,7.6283357167,0.00
DesRoll,7.6300038167,0.00
DesRoll,7.6316651500,0.00
DesRoll,7.6333424333,0.00
DesRoll,7.6349971667,0.00
DesRoll,7.6366733333,0.00
DesRoll,7.6383368833,0.00
DesRoll,7.6400077667,0.00
DesRoll,7.6416649500,0.00
DesRoll,7.6433395500,0.00
DesRoll,7.6450040667,0.00
DesRoll,7.6466747500,0.00
DesRoll,7.6483410667,0.00
DesRoll,7.6500049500,0.00
DesRoll,7.6516696333,0.00
DesRoll,7.6533408000,0.00
DesRoll,7.6550026667,0.00
DesRoll,7.6566815333,0.00
DesRoll,7.6583355167,0.00
DesRoll,7.6600041000,0.00
DesRoll,7.6616690000,0.00
DesRoll,7.6633489000,0.00
DesRoll,7.6650063833,0.00
DesRoll,7.6666811667,0.00
DesRoll,7.6683361833,0.00
DesRoll,7.6700030833,0.00
DesRoll,7.6716643333,0.00
DesRoll,7.6733428833,0.00
DesRoll,7.6750014667,0.00
DesRoll,7.6766666667,0.00
DesRoll,7.6783351500,0.00
DesRoll,7.6800022667,0.00
DesRoll,7.6816739833,0.00
DesRoll,7.6833487167,0.00
DesRoll,7.6850003333,0.00
DesRoll,7.6866650833,0.00
DesRoll,7.6883351333,0.00
DesRoll,7.6900109000,0.00
DesRoll,7.6916636667,0.00
DesRoll,7.6933379667,0.00
DesRoll,7.6949976500,0.00
DesRoll,7.6966650667,0.00
DesRoll,7.6983360833,0.00
DesRoll,7.7000029000,0.00
DesRoll,7.7016689500,0.00
DesRoll,7.7033441167,0.00
DesRoll,7.7050064667,0.00
DesRoll,7.7066776833,0.00
DesRoll,7.7083413500,0.00
DesRoll,7.7099966000,0.00
DesRoll,7.7116692167,0.00
DesRoll,7.7133315333,0.00
DesRoll,7.7150174667,0.00
DesRoll,7.7166705500,0.00
DesRoll,7.7183307500,0.00
DesRoll,7.7199999667,0.00
DesRoll,7.7216714000,0.00
DesRoll,7.7233528833,0.00
DesRoll,7.7250042500,0.00
DesRoll,7.7266692167,0.00
DesRoll,7.7283406833,0.00
DesRoll,7.7300028667,0.00
DesRoll,7.7316699333,0.00
DesRoll,7.7333351167,0.00
DesRoll,7.7350038167,0.00
DesRoll,7.7366676500,0.00
DesRoll,7.7383399167,0.00
DesRoll,7.7400084000,0.00
DesRoll,7.7416712833,0.00
DesRoll,7.7433379833,0.00
DesRoll,7.7450111167,0.00
DesRoll,7.7466646667,0.00
DesRoll,7.7483445333,0.00
DesRoll,7.7500026500,0.00
DesRoll,7.7516716833,0.00
DesRoll,7.7533318833,0.00
DesRoll,7.7550054833,0.00
DesRoll,7.7566746833,0.00
DesRoll,7.7583331333,0.00
DesRoll,7.7599989000,0.00
DesRoll,7.7616741833,0.00
DesRoll,7.7633442333,0.00
DesRoll,7.7650076333,0.00
DesRoll,7.7666728000,0.00
DesRoll,7.7683372667,0.00
DesRoll,7.7699960500,0.00
DesRoll,7.7716685833,0.00
DesRoll,7.7733410000,0.00
DesRoll,7.7749973000,0.00
DesRoll,7.7766691333,0.00
DesRoll,7.7783363833,0.00
DesRoll,7.7800026500,0.00
DesRoll,7.7816693333,0.00
DesRoll,7.7833407667,0.00
DesRoll,7.7850046833,0.00
DesRoll,7.7866641333,0.00
DesRoll,7.7883406000,0.00
DesRoll,7.7900100000,0.00
DesRoll,7.7916736333,0.00
DesRoll,7.7933349000,0.00
DesRoll,7.7950031500,0.00
DesRoll,7.7966651000,0.00
DesRoll,7.7983357167,0.00
DesRoll,7.8000029500,0.00
DesRoll,7.8016685833,0.00
DesRoll,7.8033479500,0.00
DesRoll,7.8050024667,0.00
DesRoll,7.8066854833,0.00
DesRoll,7.8083374500,0.00
DesRoll,7.8099965000,0.00
DesRoll,7.8116649500,0.00
DesRoll,7.8133384833,0.00
DesRoll,7.8149979500,0.00
DesRoll,7.8166768167,0.00
DesRoll,7.8183331833,0.00
DesRoll,7.8200062333,0.00
DesRoll,7.8216720333,0.00
DesRoll,7.8233598667,0.00
DesRoll,7.8250082167,0.00
DesRoll,7.8266779500,0.00
DesRoll,7.8283416333,0.00
DesRoll,7.8300087500,0.00
DesRoll,7.8316720000,0.00
DesRoll,7.8333409667,0.00
DesRoll,7.8349988833,0.00
DesRoll,7.8366713500,0.00
DesRoll,7.8383303833,0.00
DesRoll,7.8400160500,0.00
DesRoll,7.8416718667,0.00
DesRoll,7.8433493833,0.00
DesRoll,7.8450015667,0.00
DesRoll,7.8466716667,0.00
DesRoll,7.8483379833,0.00
DesRoll,7.8500053333,0.00
DesRoll,7.8516717667,0.00
DesRoll,7.8533397833,0.00
DesRoll,7.8550095167,0.00
DesRoll,7.8566817500,0.00
DesRoll,7.8583303833,0.00
DesRoll,7.8600051833,0.00
DesRoll,7.8616646667,0.00
DesRoll,7.8633520333,0.00
DesRoll,7.8650064167,0.00
DesRoll,7.8666776167,0.00
DesRoll,7.8683400167,0.00
DesRoll,7.8700066500,0.00
DesRoll,7.8716698500,0.00
DesRoll,7.8733494333,0.00
DesRoll,7.8750013667,0.00
DesRoll,7.8766729333,0.00
DesRoll,7.8783372500,0.00
DesRoll,7.8800055833,0.00
DesRoll,7.8816635333,0.00
DesRoll,7.8833401167,0.00
DesRoll,7.8850017500,0.00
DesRoll,7.8866702000,0.00
DesRoll,7.8883560500,0.00
DesRoll,7.8900156667,0.00
DesRoll,7.8916639667,0.00
DesRoll,7.8933332667,0.00
DesRoll,7.8949976500,0.00
DesRoll,7.8966720167,0.00
DesRoll,7.8983331833,0.00
DesRoll,7.8999996500,0.00
DesRoll,7.9016686000,0.00
DesRoll,7.9033450500,0.00
DesRoll,7.9050050500,0.00
DesRoll,7.9066853667,0.00
DesRoll,7.9083386833,0.00
DesRoll,7.9099982667,0.00
DesRoll,7.9116647667,0.00
DesRoll,7.9133374333,0.00
DesRoll,7.9150036500,0.00
DesRoll,7.9166664000,0.00
DesRoll,7.9183321000,0.00
DesRoll,7.9200022167,0.00
DesRoll,7.9216642500,0.00
DesRoll,7.9233547333,0.00
DesRoll,7.9250042333,0.00
DesRoll,7.9266752000,0.00
DesRoll,7.9283376000,0.00
DesRoll,7.9299991667,0.00
DesRoll,7.9316670500,0.00
DesRoll,7.9333373000,0.00
DesRoll,7.9350020833,0.00
DesRoll,7.9366701167,0.00
DesRoll,7.9383378667,0.00
DesRoll,7.9400117833,0.00
DesRoll,7.9416727000,0.00
DesRoll,7.9433385833,0.00
DesRoll,7.9450072833,0.00
DesRoll,7.9466643667,0.00
DesRoll,7.9483450167,0.00
DesRoll,7.9499974167,0.00
DesRoll,7.9516766667,0.00
DesRoll,7.9533316333,0.00
DesRoll,7.9550048500,0.00
DesRoll,7.9566747833,0.00
DesRoll,7.9583445500,0.00
DesRoll,7.9600076667,0.00
DesRoll,7.9616706167,0.00
DesRoll,7.9633463167,0.00
DesRoll,7.9650176833,0.00
DesRoll,7.9666698500,0.00
DesRoll,7.9683443667,0.00
DesRoll,7.9700044333,0.00
DesRoll,7.9716690833,0.00
DesRoll,7.9733464667,0.00
DesRoll,7.9750065333,0.00
DesRoll,7.9766697167,0.00
DesRoll,7.9783354000,0.00
DesRoll,7.9799957833,0.00
DesRoll,7.9816667000,0.00
DesRoll,7.9833445667,0.00
DesRoll,7.9850031500,0.00
DesRoll,7.9866636500,0.00
DesRoll,7.9883380333,0.00
DesRoll,7.9900053667,0.00
DesRoll,7.9916701500,0.00
DesRoll,7.9933402000,0.00
DesRoll,7.9949985833,0.00
DesRoll,7.9966699833,0.00
DesRoll,7.9983389000,0.00
DesRoll,8.0000015833,0.00
DesRoll,8.0016666167,0.00
DesRoll,8.0033376333,0.00
DesRoll,8.0050047000,0.00
DesRoll,8.0066769667,0.00
DesRoll,8.0083385833,0.00
DesRoll,8.0100038667,0.00
DesRoll,8.0116705500,0.00
DesRoll,8.0133300667,0.00
DesRoll,8.0150020167,0.00
DesRoll,8.0166694500,0.00
DesRoll,8.0183296000,0.00
DesRoll,8.0200049667,0.00
DesRoll,8.0216704333,0.00
DesRoll,8.0233607833,0.00
DesRoll,8.0250044667,0.00
DesRoll,8.0266760000,0.00
DesRoll,8.0283373833,0.00
DesRoll,8.0300034667,0.00
DesRoll,8.0316671167,0.00
DesRoll,8.0333396500,0.00
DesRoll,8.0349983833,0.00
DesRoll,8.0366724667,0.00
DesRoll,8.0383312333,0.00
DesRoll,8.0400187333,0.00
DesRoll,8.0416642500,0.00
DesRoll,8.0433473500,0.00
DesRoll,8.0450019833,0.00
DesRoll,8.0466735000,0.00
DesRoll,8.0483381833,0.00
DesRoll,8.0500062167,0.00
DesRoll,8.0516714833,0.00
DesRoll,8.0533424500,0.00
DesRoll,8.0549969167,0.00
DesRoll,8.0566760833,0.00
DesRoll,8.0583361333,0.00
DesRoll,8.0600053000,0.00
DesRoll,8.0616906500,0.00
DesRoll,8.0633536167,0.00
DesRoll,8.0650105000,0.00
DesRoll,8.0666745500,0.00
DesRoll,8.0683365000,0.00
DesRoll,8.0700032833,0.00
DesRoll,8.0716655833,0.00
DesRoll,8.0733413167,0.00
DesRoll,8.0750039667,0.00
DesRoll,8.0766640333,0.00
DesRoll,8.0783350000,0.00
DesRoll,8.0800041000,0.00
DesRoll,8.0816710500,0.00
DesRoll,8.0833436167,0.00
DesRoll,8.0850051167,0.00
DesRoll,8.0866726000,0.00
DesRoll,8.0883379667,0.00
DesRoll,8.0900063167,0.00
DesRoll,8.0916636667,0.00
DesRoll,8.0933363333,0.00
DesRoll,8.0949984333,0.00
DesRoll,8.0966695667,0.00
DesRoll,8.0983425833,0.00
DesRoll,8.1000047500,0.00
DesRoll,8.1016663500,0.00
DesRoll,8.1033437500,0.00
DesRoll,8.1049985167,0.00
DesRoll,8.1066755333,0.00
DesRoll,8.1083395667,0.00
DesRoll,8.1099969500,0.00
DesRoll,8.1116686500,0.00
DesRoll,8.1133371833,0.00
DesRoll,8.1150057333,0.00
DesRoll,8.1166707167,0.00
DesRoll,8.1183392000,0.00
DesRoll,8.1200000833,0.00
DesRoll,8.1216732667,0.00
DesRoll,8.1233498833,0.00
DesRoll,8.1250109500,0.00
DesRoll,8.1266632333,0.00
DesRoll,8.1283399833,0.00
DesRoll,8.1299986000,0.00
DesRoll,8.1316728833,0.00
DesRoll,8.1333375333,0.00
DesRoll,8.1350082833,0.00
DesRoll,8.1366664667,0.00
DesRoll,8.1383375500,0.00
DesRoll,8.1400084333,0.00
DesRoll,8.1416711500,0.00
DesRoll,8.1433403167,0.00
DesRoll,8.1450094500,0.00
DesRoll,8.1466652167,0.00
DesRoll,8.1483411833,0.00
DesRoll,8.1500016167,0.00
DesRoll,8.1516763333,0.00
DesRoll,8.1533313500,0.00
DesRoll,8.1550060333,0.00
DesRoll,8.1566731667,0.00
DesRoll,8.1583417833,0.00
DesRoll,8.1600000500,0.00
DesRoll,8.1616754500,0.00
DesRoll,8.1633415500,0.00
DesRoll,8.1650134500,0.00
DesRoll,8.1666697167,0.00
DesRoll,8.1683410500,0.00
DesRoll,8.1699971500,0.00
DesRoll,8.1716660500,0.00
DesRoll,8.1733434500,0.00
DesRoll,8.1750017000,0.00
DesRoll,8.1766705167,0.00
DesRoll,8.1783346833,0.00
DesRoll,8.1799982167,0.00
DesRoll,8.1816708167,0.00
DesRoll,8.1833435000,0.00
DesRoll,8.1850045833,0.00
DesRoll,8.1866705167,0.00
DesRoll,8.1883374000,0.00
DesRoll,8.1900130000,0.00
DesRoll,8.1916629000,0.00
DesRoll,8.1933380167,0.00
DesRoll,8.1949967000,0.00
DesRoll,8.1966648667,0.00
DesRoll,8.1983314000,0.00
DesRoll,8.2000023167,0.00
DesRoll,8.2016702167,0.00
DesRoll,8.2033490833,0.00
DesRoll,8.2050071833,0.00
DesRoll,8.2066852000,0.00
DesRoll,8.2083395167,0.00
DesRoll,8.2100046500,0.00
DesRoll,8.2116637333,0.00
DesRoll,8.2133419667,0.00
DesRoll,8.2149967500,0.00
DesRoll,8.2166728333,0.00
DesRoll,8.2183359833,0.00
DesRoll,8.2200058000,0.00
DesRoll,8.2216697833,0.00
DesRoll,8.2233574667,0.00
DesRoll,8.2250023167,0.00
DesRoll,8.2266718333,0.00
DesRoll,8.2283386500,0.00
DesRoll,8.2300093333,0.00
DesRoll,8.2316650333,0.00
DesRoll,8.2333400667,0.00
DesRoll,8.2350237000,0.00
DesRoll,8.2366691333,0.00
DesRoll,8.2383309333,0.00
DesRoll,8.2400116667,0.00
DesRoll,8.2416700000,0.00
DesRoll,8.2433443000,0.00
DesRoll,8.2450049000,0.00
DesRoll,8.2466645667,0.00
DesRoll,8.2483419000,0.00
DesRoll,8.2500012167,0.00
DesRoll,8.2516698333,0.00
DesRoll,8.2533358833,0.00
DesRoll,8.2550019500,0.00
DesRoll,8.2566775167,0.00
DesRoll,8.2583387000,0.00
DesRoll,8.2599979667,0.00
DesRoll,8.2616696000,0.00
DesRoll,8.2633410000,0.00
DesRoll,8.2650080500,0.00
DesRoll,8.2666693000,0.00
DesRoll,8.2683433333,0.00
DesRoll,8.2700064000,0.00
DesRoll,8.2716720000,0.00
DesRoll,8.2733447667,0.00
DesRoll,8.2750031667,0.00
DesRoll,8.2766632333,0.00
DesRoll,8.2783433000,0.00
DesRoll,8.2800031500,0.00
DesRoll,8.2816775833,0.00
DesRoll,8.2833439500,0.00
DesRoll,8.2850098167,0.00
DesRoll,8.2866668000,0.00
DesRoll,8.2883405000,0.00
DesRoll,8.2900099500,0.00
DesRoll,8.2916690333,0.00
DesRoll,8.2933363333,0.00
DesRoll,8.2950029500,0.00
DesRoll,8.2966708833,0.00
DesRoll,8.2983313167,0.00
DesRoll,8.2999971833,0.00
DesRoll,8.3016648667,0.00
DesRoll,8.3033408000,0.00
DesRoll,8.3050098667,0.00
DesRoll,8.3066846833,0.00
DesRoll,8.3083378333,0.00
DesRoll,8.3100021333,0.00
DesRoll,8.3116691167,0.00
DesRoll,8.3133403000,0.00
DesRoll,8.3150038833,0.00
DesRoll,8.3166722500,0.00
DesRoll,8.3183309000,0.00
DesRoll,8.3200013500,0.00
DesRoll,8.3216638000,0.00
DesRoll,8.3233546333,0.00
DesRoll,8.3250081667,0.00
DesRoll,8.3266703667,0.00
DesRoll,8.3283355667,0.00
DesRoll,8.3299979833,0.00
DesRoll,8.3316682000,0.00
DesRoll,8.3333396667,0.00
DesRoll,8.3350043500,0.00
DesRoll,8.3366687333,0.00
DesRoll,8.3383337500,0.00
DesRoll,8.3400164167,0.00
DesRoll,8.3416695833,0.00
DesRoll,8.3433473833,0.00
DesRoll,8.3450091500,0.00
DesRoll,8.3466719000,0.00
DesRoll,8.3483362667,0.00
DesRoll,8.3500029000,0.00
DesRoll,8.3516682833,0.00
DesRoll,8.3533435833,0.00
DesRoll,8.3550022167,0.00
DesRoll,8.3566822333,0.00
DesRoll,8.3583370000,0.00
DesRoll,8.3600073833,0.00
DesRoll,8.3616710833,0.00
DesRoll,8.3633506833,0.00
DesRoll,8.3650072667,0.00
DesRoll,8.3666738833,0.00
DesRoll,8.3683365500,0.00
DesRoll,8.3700045167,0.00
DesRoll,8.3716636500,0.00
DesRoll,8.3733516333,0.00
DesRoll,8.3750058000,0.00
DesRoll,8.3766713500,0.00
DesRoll,8.3783336333,0.00
DesRoll,8.3800054000,0.00
DesRoll,8.3816650167,0.00
DesRoll,8.3833486167,0.00
DesRoll,8.3850044833,0.00
DesRoll,8.3866756000,0.00
DesRoll,8.3883363167,0.00
DesRoll,8.3900074000,0.00
DesRoll,8.3916703833,0.00
DesRoll,8.3933369667,0.00
DesRoll,8.3949970667,0.00
DesRoll,8.3966728333,0.00
DesRoll,8.3983377333,0.00
DesRoll,8.4000072500,0.00
DesRoll,8.4016707500,0.00
DesRoll,8.4033484500,0.00
DesRoll,8.4050133333,0.00
DesRoll,8.4066719667,0.00
DesRoll,8.4083561167,0.00
DesRoll,8.4100061833,0.00
DesRoll,8.4116703000,0.00
DesRoll,8.4133421333,0.00
DesRoll,8.4150040333,0.00
DesRoll,8.4166736000,0.00
DesRoll,8.4183362167,0.00
DesRoll,8.4200033833,0.00
DesRoll,8.4216647333,0.00
DesRoll,8.4233506833,0.00
DesRoll,8.4250036000,0.00
DesRoll,8.4266715833,0.00
DesRoll,8.4283364833,0.00
DesRoll,8.4300044667,0.00
DesRoll,8.4316639667,0.00
DesRoll,8.4333369667,0.00
DesRoll,8.4350030333,0.00
DesRoll,8.4366712833,0.00
DesRoll,8.4383318667,0.00
DesRoll,8.4400014500,0.00
DesRoll,8.4416702833,0.00
DesRoll,8.4433470500,0.00
DesRoll,8.4450021500,0.00
DesRoll,8.4466663667,0.00
DesRoll,8.4483375333,0.00
DesRoll,8.4499997167,0.00
DesRoll,8.4516725333,0.00
DesRoll,8.4533336000,0.00
DesRoll,8.4550021833,0.00
DesRoll,8.4566690333,0.00
DesRoll,8.4583376167,0.00
DesRoll,8.4599969500,0.00
DesRoll,8.4616637833,0.00
DesRoll,8.4633481667,0.00
DesRoll,8.4650049667,0.00
DesRoll,8.4666699333,0.00
DesRoll,8.4683432000,0.00
DesRoll,8.4700043000,0.00
DesRoll,8.4716635833,0.00
DesRoll,8.4733318667,0.00
DesRoll,8.4749979833,0.00
DesRoll,8.4766661833,0.00
DesRoll,8.4783390833,0.00
DesRoll,8.4799982667,0.00
DesRoll,8.4816715000,0.00
DesRoll,8.4833386000,0.00
DesRoll,8.4850153333,0.00
DesRoll,8.4866650333,0.00
DesRoll,8.4883460000,0.00
DesRoll,8.4900032167,0.00
DesRoll,8.4916750833,0.00
DesRoll,8.4933412500,0.00
DesRoll,8.4950002500,0.00
DesRoll,8.4966677500,0.00
DesRoll,8.4983380167,0.00
DesRoll,8.5000044667,0.00
DesRoll,8.5016686333,0.00
DesRoll,8.5033378000,0.00
DesRoll,8.5050069333,0.00
DesRoll,8.5066718167,0.00
DesRoll,8.5083396500,0.00
DesRoll,8.5100043000,0.00
DesRoll,8.5116632667,0.00
DesRoll,8.5133400667,0.00
DesRoll,8.5150019333,0.00
DesRoll,8.5166692833,0.00
DesRoll,8.5183311167,0.00
DesRoll,8.5199985167,0.00
DesRoll,8.5216705333,0.00
DesRoll,8.5233426000,0.00
DesRoll,8.5250026667,0.00
DesRoll,8.5266708000,0.00
DesRoll,8.5283381833,0.00
DesRoll,8.5300032667,0.00
DesRoll,8.5316689333,0.00
DesRoll,8.5333413167,0.00
DesRoll,8.5350031333,0.00
DesRoll,8.5366638167,0.00
DesRoll,8.5383299833,0.00
DesRoll,8.5399979667,0.00
DesRoll,8.5416703833,0.00
DesRoll,8.5433393000,0.00
DesRoll,8.5450154333,0.00
DesRoll,8.5466641167,0.00
DesRoll,8.5483408000,0.00
DesRoll,8.5500056167,0.00
DesRoll,8.5516700500,0.00
DesRoll,8.5533432000,0.00
DesRoll,8.5549975667,0.00
DesRoll,8.5566731667,0.00
DesRoll,8.5583311333,0.00
DesRoll,8.5600090833,0.00
DesRoll,8.5616625667,0.00
DesRoll,8.5633516500,0.00
DesRoll,8.5650043667,0.00
DesRoll,8.5666714333,0.00
DesRoll,8.5683374667,0.00
DesRoll,8.5700079167,0.00
DesRoll,8.5716706667,0.00
DesRoll,8.5733399333,0.00
DesRoll,8.5750038500,0.00
DesRoll,8.5766695167,0.00
DesRoll,8.5783376500,0.00
DesRoll,8.5800056000,0.00
DesRoll,8.5816896500,0.00
DesRoll,8.5833448167,0.00
DesRoll,8.5850038833,0.00
DesRoll,8.5866649500,0.00
DesRoll,8.5883412833,0.00
DesRoll,8.5900071167,0.00
DesRoll,8.5916646833,0.00
DesRoll,8.5933321500,0.00
DesRoll,8.5949968833,0.00
DesRoll,8.5966633333,0.00
DesRoll,8.5983367833,0.00
DesRoll,8.5999978333,0.00
DesRoll,8.6016662833,0.00
DesRoll,8.6033380833,0.00
DesRoll,8.6050085000,0.00
DesRoll,8.6066715500,0.00
DesRoll,8.6083401500,0.00
DesRoll,8.6100019833,0.00
DesRoll,8.6116690500,0.00
DesRoll,8.6133305333,0.00
DesRoll,8.6150016167,0.00
DesRoll,8.6166690500,0.00
DesRoll,8.6183379833,0.00
DesRoll,8.6200029000,0.00
DesRoll,8.6216640333,0.00
DesRoll,8.6233385167,0.00
DesRoll,8.6250092500,0.00
DesRoll,8.6266683500,0.00
DesRoll,8.6283405333,0.00
DesRoll,8.6299985833,0.00
DesRoll,8.6316740667,0.00
DesRoll,8.6333387167,0.00
DesRoll,8.6350047333,0.00
DesRoll,8.6366632000,0.00
DesRoll,8.6383393000,0.00
DesRoll,8.6399978833,0.00
DesRoll,8.6416754500,0.00
DesRoll,8.6433408167,0.00
DesRoll,8.6450119500,0.00
DesRoll,8.6466698000,0.00
DesRoll,8.6483491167,0.00
DesRoll,8.6499980833,0.00
DesRoll,8.6516803667,0.00
DesRoll,8.6533351333,0.00
DesRoll,8.6550069667,0.00
DesRoll,8.6566709333,0.00
DesRoll,8.6583298000,0.00
DesRoll,8.6599969833,0.00
DesRoll,8.6616686167,0.00
DesRoll,8.6633411167,0.00
DesRoll,8.6650022500,0.00
DesRoll,8.6666704667,0.00
DesRoll,8.6683465167,0.00
DesRoll,8.6699977000,0.00
DesRoll,8.6716646500,0.00
DesRoll,8.6733404000,0.00
DesRoll,8.6750025500,0.00
DesRoll,8.6766691333,0.00
DesRoll,8.6783332500,0.00
DesRoll,8.6800000667,0.00
DesRoll,8.6816636167,0.00
DesRoll,8.6833384167,0.00
DesRoll,8.6850068000,0.00
DesRoll,8.6866734000,0.00
DesRoll,8.6883494167,0.00
DesRoll,8.6900026667,0.00
DesRoll,8.6916643500,0.00
DesRoll,8.6933312667,0.00
DesRoll,8.6950049667,0.00
DesRoll,8.6966710000,0.00
DesRoll,8.6983307833,0.00
DesRoll,8.6999968833,0.00
DesRoll,8.7016663500,0.00
DesRoll,8.7033396500,0.00
DesRoll,8.7050023333,0.00
DesRoll,8.7066742833,0.00
DesRoll,8.7083351500,0.00
DesRoll,8.7099996000,0.00
DesRoll,8.7116685167,0.00
DesRoll,8.7133364833,0.00
DesRoll,8.7150042167,0.00
DesRoll,8.7166707167,0.00
DesRoll,8.7183366833,0.00
DesRoll,8.7200053833,0.00
DesRoll,8.7216707500,0.00
DesRoll,8.7233444333,0.00
DesRoll,8.7250065667,0.00
DesRoll,8.7266758000,0.00
DesRoll,8.7283359333,0.00
DesRoll,8.7300029167,0.00
DesRoll,8.7316645000,0.00
DesRoll,8.7333390167,0.00
DesRoll,8.7350026333,0.00
DesRoll,8.7366751833,0.00
DesRoll,8.7383376000,0.00
DesRoll,8.7400049833,0.00
DesRoll,8.7416640000,0.00
DesRoll,8.7433487000,0.00
DesRoll,8.7450073333,0.00
DesRoll,8.7466743000,0.00
DesRoll,8.7483382667,0.00
DesRoll,8.7500101500,0.00
DesRoll,8.7516624333,0.00
DesRoll,8.7533398000,0.00
DesRoll,8.7550200833,0.00
DesRoll,8.7566752500,0.00
DesRoll,8.7583358333,0.00
DesRoll,8.7600083667,0.00
DesRoll,8.7616652667,0.00
DesRoll,8.7633519167,0.00
DesRoll,8.7650018000,0.00
DesRoll,8.7666722167,0.00
DesRoll,8.7683375000,0.00
DesRoll,8.7700030500,0.00
DesRoll,8.7716645833,0.00
DesRoll,8.7733384667,0.00
DesRoll,8.7750017833,0.00
DesRoll,8.7766637667,0.00
DesRoll,8.7783305667,0.00
DesRoll,8.7800039333,0.00
DesRoll,8.7816712333,0.00
DesRoll,8.7833409833,0.00
