QGC WPL 110
0	0	3	16	0	0	0	0	40,09176	-3,695601	597,74	1
1	0	3	22	20	0	0	0	40,09175	-3,695606	50	1
2	0	3	16	0	0	0	0	40,09363	-3,688568	120	1
3	0	3	16	0	0	0	0	40,09348	-3,689966	120	1
4	0	3	206	23,4	0	0	0	0	0	0	1
5	0	3	16	0	0	0	0	40,09253	-3,698913	120	1
6	0	3	206	0	0	0	0	0	0	0	1
7	0	3	16	0	0	0	0	40,09238	-3,700311	120	1
8	0	3	16	0	0	0	0	40,09177	-3,700142	120	1
9	0	3	16	0	0	0	0	40,09191	-3,698745	120	1
10	0	3	206	23,4	0	0	0	0	0	0	1
11	0	3	16	0	0	0	0	40,09285	-3,689826	120	1
12	0	3	206	0	0	0	0	0	0	0	1
13	0	3	16	0	0	0	0	40,093	-3,688429	120	1
14	0	3	16	0	0	0	0	40,09238	-3,688289	120	1
15	0	3	16	0	0	0	0	40,09223	-3,689687	120	1
16	0	3	206	23,4	0	0	0	0	0	0	1
17	0	3	16	0	0	0	0	40,09129	-3,698576	120	1
18	0	3	206	0	0	0	0	0	0	0	1
19	0	3	16	0	0	0	0	40,09114	-3,699974	120	1
20	0	3	16	0	0	0	0	40,09052	-3,699805	120	1
21	0	3	16	0	0	0	0	40,09067	-3,698408	120	1
22	0	3	206	23,4	0	0	0	0	0	0	1
23	0	3	16	0	0	0	0	40,0916	-3,689547	120	1
24	0	3	206	0	0	0	0	0	0	0	1
25	0	3	16	0	0	0	0	40,09175	-3,68815	120	1
26	0	3	16	0	0	0	0	40,09069	-3,705962	120	1
27	0	3	21	0	0	0	0	40,09176	-3,695607	0	1
